serialno,familysize,income,race,ethnicity,numchildren,numelderly,veteran,disability,waittime,ranking,preferences
2017000356406,3,34000,1,0,0,1,0,1,inf,4,"[3, 1, 2, 4]"
2017000356511,3,34400,6,0,1,0,0,1,inf,4,"[3, 2, 4, 1]"
2017000356611,1,16900,1,0,0,1,0,1,inf,2,"[1, 3, 2]"
2017000356827,2,7000,1,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000357962,4,860,1,0,3,0,0,1,inf,3,"[4, 2, 5, 3]"
2017000358860,2,21100,1,0,0,1,0,1,inf,3,"[2, 3, 4, 1]"
2017000359137,1,13000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000359306,2,2000,2,0,0,1,0,1,inf,2,"[2, 4, 1, 3]"
2017000359786,3,34200,2,0,0,1,0,1,inf,2,"[3, 1, 2, 4]"
2017000359901,3,10800,9,0,0,0,0,1,inf,3,"[3, 2, 1, 4]"
2017000360182,1,8350,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000360314,4,35900,2,0,2,0,0,1,inf,2,"[4, 5, 3, 2]"
2017000360812,2,1300,2,0,0,1,0,1,inf,2,"[2, 4, 1, 3]"
2017000361156,2,18100,1,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000361540,1,20100,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000361566,1,8100,2,1,0,1,0,1,inf,1,"[1, 3, 2]"
2017000362523,1,14800,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000362587,2,20400,1,0,0,2,1,1,inf,1,"[2, 3, 4, 1]"
2017000363101,1,14000,8,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000363257,2,21000,1,0,0,2,0,1,inf,1,"[2, 1, 3, 4]"
2017000363271,2,15600,2,0,1,0,0,1,inf,2,"[2, 4, 3, 1]"
2017000363392,2,80,1,0,0,0,0,1,inf,2,"[2, 3, 1, 4]"
2017000364708,5,16100,2,0,4,0,0,1,inf,2,"[5, 6, 4]"
2017000365448,1,8800,1,0,0,0,1,1,inf,1,"[1, 3, 2]"
2017000365578,4,25000,1,0,2,0,0,1,inf,4,"[4, 2, 3, 5]"
2017000366018,1,21300,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000366090,1,9900,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000366484,1,13700,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000367426,3,16700,1,0,1,0,0,1,inf,1,"[3, 1, 4, 2]"
2017000367880,2,4800,2,0,1,0,0,1,inf,2,"[2, 1, 4, 3]"
2017000367958,1,18400,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000369194,1,12800,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000370777,1,21600,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000371387,1,9100,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000372174,6,5450,2,0,5,0,0,1,inf,1,"[6, 5]"
2017000372442,1,8800,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000372674,2,19400,1,0,0,2,0,1,inf,2,"[2, 4, 3, 1]"
2017000372821,1,19300,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000372823,1,12000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000372856,1,7200,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000372899,1,4000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000373654,1,16500,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000373985,3,15600,1,0,0,0,0,1,inf,3,"[3, 2, 1, 4]"
2017000374848,1,8000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000374872,4,20100,1,0,1,0,0,1,inf,4,"[4, 3, 2, 5]"
2017000375625,1,11600,1,1,0,1,0,1,inf,1,"[1, 3, 2]"
2017000376213,2,4800,1,0,0,0,0,1,inf,1,"[2, 4, 3, 1]"
2017000376220,3,31600,2,0,1,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000376605,2,23100,1,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000376606,2,14000,1,0,1,0,0,1,inf,4,"[2, 3, 4, 1]"
2017000376821,1,4200,1,0,0,1,0,1,inf,3,"[1, 3, 2]"
2017000377183,2,9480,1,0,0,0,0,1,inf,4,"[2, 4, 3, 1]"
2017000377469,3,1600,3,0,2,0,0,1,inf,4,"[3, 4, 2, 1]"
2017000378227,1,17000,1,0,0,1,0,1,inf,2,"[1, 2, 3]"
2017000379803,1,9910,1,0,0,1,1,1,inf,2,"[1, 2, 3]"
2017000380176,1,12000,1,0,0,1,0,1,inf,3,"[1, 3, 2]"
2017000380763,2,27700,1,0,0,0,1,1,inf,3,"[2, 3, 1, 4]"
2017000381019,1,11800,1,0,0,1,0,1,inf,2,"[1, 2, 3]"
2017000381173,1,1100,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000381195,4,31700,1,0,1,1,0,1,inf,3,"[4, 3, 5, 2]"
2017000382268,1,4600,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000382881,1,13090,2,0,0,0,1,1,inf,1,"[1, 2, 3]"
2017000383712,3,9000,1,0,2,0,0,1,inf,3,"[3, 2, 1, 4]"
2017000383796,1,19200,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000384305,1,10500,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000385032,3,28400,2,0,0,0,1,1,inf,2,"[3, 1, 4, 2]"
2017000385088,1,15400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000385281,4,10200,1,0,2,0,0,1,inf,2,"[4, 2, 3, 5]"
2017000385368,1,15700,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000385634,2,24000,1,0,0,2,1,1,inf,2,"[2, 1, 3, 4]"
2017000385667,2,25800,1,0,0,1,1,1,inf,3,"[2, 3, 4, 1]"
2017000386283,1,10200,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000386674,1,15600,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000387059,4,40000,8,0,2,0,0,1,inf,3,"[4, 3, 2, 5]"
2017000387200,3,12800,9,0,1,1,0,1,inf,3,"[3, 1, 4, 2]"
2017000387236,3,25000,1,0,2,0,0,1,inf,2,"[3, 1, 4, 2]"
2017000387277,1,9000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000387349,4,35900,1,0,1,1,0,1,inf,3,"[4, 3, 5, 2]"
2017000387602,4,26500,2,0,0,0,0,1,inf,3,"[4, 5, 2, 3]"
2017000387692,2,20200,2,0,0,2,0,1,inf,4,"[2, 4, 3, 1]"
2017000387978,1,13900,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000388314,4,27700,1,0,2,0,1,1,inf,3,"[4, 5, 2, 3]"
2017000388376,1,12000,1,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000388378,1,21300,2,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000388702,1,12000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000388743,1,14450,1,0,0,1,1,1,inf,1,"[1, 2, 3]"
2017000388809,2,15600,1,0,0,2,0,1,inf,2,"[2, 1, 3, 4]"
2017000389275,1,13000,1,0,0,1,0,1,inf,3,"[1, 3, 2]"
2017000390165,1,5300,1,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000390325,4,44000,9,0,3,0,0,1,inf,3,"[4, 3, 2, 5]"
2017000390395,1,13100,1,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000390484,2,27600,1,0,0,1,0,1,inf,2,"[2, 1, 4, 3]"
2017000390653,6,37900,2,0,4,0,0,1,inf,1,"[6, 5]"
2017000391005,3,22000,1,0,2,0,1,1,inf,3,"[3, 1, 2, 4]"
2017000391136,1,8000,1,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000391981,1,10000,1,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000392626,4,31400,1,0,2,0,0,1,inf,2,"[4, 2, 3, 5]"
2017000392690,3,17800,6,0,0,2,0,1,inf,4,"[3, 2, 4, 1]"
2017000392737,1,1500,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000393096,1,13700,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000393617,4,10400,2,0,2,0,0,1,inf,2,"[4, 2, 5, 3]"
2017000393890,2,25700,1,0,0,0,0,1,inf,3,"[2, 4, 1, 3]"
2017000394531,1,15000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000396230,3,3800,1,0,0,1,0,1,inf,1,"[3, 1, 2, 4]"
2017000396644,2,22500,1,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000397032,1,16800,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000397309,2,7000,1,0,0,0,0,1,inf,2,"[2, 1, 4, 3]"
2017000397435,2,16800,1,0,0,2,0,1,inf,1,"[2, 3, 4, 1]"
2017000397446,1,15200,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000397478,4,14200,1,0,3,0,0,1,inf,4,"[4, 3, 5, 2]"
2017000398139,2,19500,1,0,0,1,0,1,inf,2,"[2, 3, 4, 1]"
2017000399248,2,500,1,0,1,0,0,1,inf,2,"[2, 1, 4, 3]"
2017000399336,5,8500,2,0,4,0,0,1,inf,2,"[5, 6, 4]"
2017000399389,1,20000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000399691,1,16100,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000399971,3,14800,1,0,0,0,0,1,inf,2,"[3, 1, 2, 4]"
2017000400575,1,15800,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000401197,2,11240,1,0,0,2,1,1,inf,1,"[2, 3, 4, 1]"
2017000401356,1,15000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000402261,1,16100,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000402745,7,45700,2,0,5,0,0,1,inf,1,"[6, 5]"
2017000403142,1,15050,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000403537,2,29000,2,0,0,0,0,1,inf,2,"[2, 3, 4, 1]"
2017000403788,1,11300,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000403988,7,460,8,0,2,1,0,1,inf,1,"[6, 5]"
2017000404007,3,28420,1,0,1,0,0,1,inf,2,"[3, 4, 2, 1]"
2017000404163,1,10000,1,1,0,1,0,1,inf,1,"[1, 3, 2]"
2017000404405,1,18500,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000404449,2,9780,2,0,1,0,0,1,inf,3,"[2, 1, 3, 4]"
2017000404511,6,3400,2,0,4,0,0,1,inf,1,"[6, 5]"
2017000404951,2,28000,2,0,0,0,0,1,inf,3,"[2, 4, 3, 1]"
2017000404995,2,11000,1,0,0,0,0,1,inf,3,"[2, 4, 3, 1]"
2017000405869,1,5200,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000406260,2,2400,2,1,1,0,0,1,inf,4,"[2, 1, 3, 4]"
2017000407274,6,54700,1,0,2,1,0,1,inf,1,"[6, 5]"
2017000407794,1,3800,1,1,0,1,1,1,inf,1,"[1, 3, 2]"
2017000408179,1,2500,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000408238,3,-1600,1,0,1,0,0,1,inf,2,"[3, 4, 1, 2]"
2017000408475,4,9600,2,0,3,0,0,1,inf,1,"[4, 2, 3, 5]"
2017000408661,2,20700,2,0,1,0,1,1,inf,3,"[2, 1, 3, 4]"
2017000408923,4,38400,2,0,2,0,0,1,inf,1,"[4, 2, 5, 3]"
2017000408961,1,12600,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000409990,2,19000,6,0,0,1,0,1,inf,2,"[2, 3, 4, 1]"
2017000410905,6,43400,1,0,2,1,1,1,inf,1,"[6, 5]"
2017000411128,3,26000,2,0,1,0,0,1,inf,3,"[3, 2, 4, 1]"
2017000411441,1,15000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000412062,2,25900,1,0,0,2,1,1,inf,1,"[2, 4, 3, 1]"
2017000412167,1,19800,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000412925,2,10060,1,0,0,0,0,1,inf,2,"[2, 4, 3, 1]"
2017000413148,2,17200,2,0,0,1,0,1,inf,3,"[2, 4, 3, 1]"
2017000413302,2,24200,2,0,0,0,0,1,inf,2,"[2, 3, 4, 1]"
2017000413315,3,37000,9,0,2,0,0,1,inf,1,"[3, 1, 2, 4]"
2017000413327,4,12000,2,0,3,0,0,1,inf,3,"[4, 5, 3, 2]"
2017000413330,1,18000,2,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000414270,1,17000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000414736,4,3700,2,1,3,0,0,1,inf,2,"[4, 2, 3, 5]"
2017000414765,3,32000,1,0,1,0,1,1,inf,3,"[3, 2, 1, 4]"
2017000414829,2,26000,1,0,0,1,0,1,inf,2,"[2, 3, 1, 4]"
2017000414903,1,15600,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000415091,2,16600,2,0,0,2,0,1,inf,1,"[2, 3, 1, 4]"
2017000415137,3,27000,2,0,2,0,0,1,inf,4,"[3, 2, 4, 1]"
2017000415670,3,15000,1,0,0,0,0,1,inf,3,"[3, 2, 1, 4]"
2017000416016,1,6800,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000416449,5,32800,9,1,1,0,0,1,inf,2,"[5, 6, 4]"
2017000416756,3,3000,2,0,0,2,0,1,inf,4,"[3, 4, 1, 2]"
2017000416859,1,11400,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000417082,2,26800,1,0,0,1,0,1,inf,2,"[2, 1, 4, 3]"
2017000417521,4,7800,9,0,2,0,0,1,inf,4,"[4, 2, 5, 3]"
2017000418380,2,28800,2,0,0,2,0,1,inf,1,"[2, 3, 4, 1]"
2017000419990,3,27100,9,0,2,0,0,1,inf,1,"[3, 4, 2, 1]"
2017000420560,2,18900,6,0,0,2,0,1,inf,1,"[2, 1, 4, 3]"
2017000420631,1,14400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000420653,4,44000,6,0,0,0,0,1,inf,4,"[4, 2, 5, 3]"
2017000420729,4,750,8,0,2,0,0,1,inf,4,"[4, 5, 2, 3]"
2017000420868,1,15000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000421380,2,22360,2,0,1,0,0,1,inf,4,"[2, 1, 4, 3]"
2017000421788,1,20400,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000421875,1,19000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000422176,2,20100,1,0,0,2,0,1,inf,1,"[2, 1, 3, 4]"
2017000422384,2,22280,1,0,0,2,1,1,inf,1,"[2, 3, 4, 1]"
2017000422644,1,20000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000422701,2,15300,1,0,0,0,0,1,inf,4,"[2, 1, 4, 3]"
2017000423011,1,5400,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000423321,2,27200,2,0,1,0,0,1,inf,4,"[2, 1, 4, 3]"
2017000423797,1,12000,2,0,0,1,0,1,inf,3,"[1, 2, 3]"
2017000424196,12,81900,8,0,6,2,0,1,inf,1,"[6, 5]"
2017000424409,5,30000,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000424500,5,24200,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000424674,1,19200,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000425209,2,26000,9,0,0,0,0,1,inf,1,"[2, 1, 4, 3]"
2017000425874,5,35000,1,0,3,0,1,1,inf,3,"[5, 4, 6]"
2017000426241,1,17000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000426851,1,21850,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000426905,1,7500,9,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000427230,3,14400,1,0,0,0,0,1,inf,1,"[3, 4, 2, 1]"
2017000427427,7,57000,1,0,4,0,0,1,inf,1,"[6, 5]"
2017000428442,3,26800,2,0,0,1,0,1,inf,4,"[3, 2, 4, 1]"
2017000429169,1,8800,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000429232,1,8800,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000429554,1,12600,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000429917,1,6200,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000429956,1,7900,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000430439,1,8800,2,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000430590,1,10000,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000431572,2,22500,1,1,0,1,0,1,inf,3,"[2, 4, 1, 3]"
2017000431694,2,25000,2,0,0,0,0,1,inf,2,"[2, 3, 4, 1]"
2017000431845,3,12200,6,0,0,2,0,1,inf,3,"[3, 1, 2, 4]"
2017000432371,1,8800,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000432760,1,20000,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000432853,1,19700,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000433385,5,22000,2,0,3,1,0,1,inf,1,"[5, 6, 4]"
2017000433725,3,24000,2,0,0,0,0,1,inf,1,"[3, 1, 2, 4]"
2017000434077,2,29000,2,0,0,0,1,1,inf,4,"[2, 4, 1, 3]"
2017000434325,1,18000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000435122,5,42000,8,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000435545,2,5500,6,0,0,0,1,1,inf,3,"[2, 1, 3, 4]"
2017000435926,1,9000,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000436062,3,1680,6,0,0,0,0,1,inf,1,"[3, 1, 2, 4]"
2017000437973,5,38000,1,0,4,0,0,1,inf,3,"[5, 4, 6]"
2017000438031,1,12620,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000438392,2,12800,2,0,0,1,0,1,inf,2,"[2, 1, 4, 3]"
2017000439175,3,32000,1,0,0,2,0,1,inf,2,"[3, 2, 4, 1]"
2017000439658,4,32000,6,0,2,0,0,1,inf,4,"[4, 5, 2, 3]"
2017000439877,1,21350,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000439894,1,13000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000439942,3,20000,1,0,1,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000440621,1,13200,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000440811,2,4700,2,0,1,0,0,1,inf,3,"[2, 4, 3, 1]"
2017000441210,1,20900,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000441605,2,14900,1,0,0,2,0,1,inf,1,"[2, 4, 1, 3]"
2017000441847,1,12000,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000442115,1,17600,2,1,0,1,0,1,inf,1,"[1, 2, 3]"
2017000443550,1,17400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000443807,2,22700,2,0,0,2,0,1,inf,1,"[2, 4, 1, 3]"
2017000444573,1,8400,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000445134,4,35000,2,0,2,0,0,1,inf,2,"[4, 2, 3, 5]"
2017000445139,2,13130,9,0,0,0,0,1,inf,3,"[2, 4, 1, 3]"
2017000445262,1,18900,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000446079,2,29100,2,0,0,1,1,1,inf,4,"[2, 4, 3, 1]"
2017000446412,2,26200,6,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000446580,1,11000,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000446912,3,7500,2,0,1,0,0,1,inf,2,"[3, 1, 4, 2]"
2017000448418,1,7000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000448571,5,7900,2,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000448828,1,11000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000449165,4,24790,9,0,1,0,1,1,inf,2,"[4, 3, 5, 2]"
2017000449563,1,19500,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000450657,2,26600,2,0,0,1,1,1,inf,3,"[2, 4, 1, 3]"
2017000450875,3,34100,2,0,1,0,0,1,inf,2,"[3, 1, 4, 2]"
2017000451061,3,12300,2,0,0,0,0,1,inf,1,"[3, 2, 1, 4]"
2017000451155,2,29400,1,0,0,2,1,1,inf,1,"[2, 1, 3, 4]"
2017000452443,4,34540,9,0,1,0,0,1,inf,3,"[4, 5, 2, 3]"
2017000452591,2,10000,1,0,0,0,0,1,inf,3,"[2, 4, 3, 1]"
2017000452597,1,16600,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000452711,1,16600,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000453144,3,4300,1,0,1,0,0,1,inf,1,"[3, 4, 1, 2]"
2017000453638,1,12000,2,0,0,0,1,1,inf,3,"[1, 2, 3]"
2017000454300,3,32200,1,0,0,2,0,1,inf,4,"[3, 4, 1, 2]"
2017000454545,2,2700,1,0,0,0,1,1,inf,4,"[2, 4, 1, 3]"
2017000455008,2,9000,1,0,1,0,0,1,inf,4,"[2, 4, 1, 3]"
2017000455141,3,33000,8,0,1,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000455274,2,14100,2,0,0,1,0,1,inf,3,"[2, 4, 1, 3]"
2017000455424,2,22000,1,0,0,0,0,1,inf,3,"[2, 1, 3, 4]"
2017000455449,1,2500,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000455478,1,3000,2,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000455825,1,9300,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000456168,3,7100,1,0,2,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000456601,1,18100,1,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000456902,3,1100,2,0,1,0,0,1,inf,1,"[3, 1, 4, 2]"
2017000458369,2,11300,1,0,0,2,1,1,inf,1,"[2, 1, 3, 4]"
2017000458839,1,16100,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000460309,2,26000,1,0,0,2,0,1,inf,1,"[2, 4, 1, 3]"
2017000460388,1,12000,6,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000461028,1,8000,2,0,0,0,0,1,inf,3,"[1, 2, 3]"
2017000461836,1,2200,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000461957,4,24000,1,0,1,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000462306,1,19500,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000462662,2,24000,2,0,1,0,0,1,inf,2,"[2, 4, 3, 1]"
2017000462850,1,9140,6,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000463958,4,36000,8,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000464024,3,31600,8,0,1,0,0,1,inf,2,"[3, 4, 1, 2]"
2017000464697,2,21800,1,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000465078,4,40000,1,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000465360,2,26000,1,0,0,1,0,1,inf,4,"[2, 3, 4, 1]"
2017000465584,3,14400,2,0,2,0,0,1,inf,2,"[3, 4, 2, 1]"
2017000465599,2,12000,6,1,0,0,0,1,inf,4,"[2, 3, 1, 4]"
2017000466626,7,65200,8,0,3,0,0,1,inf,1,"[6, 5]"
2017000466664,1,18800,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000467148,4,12800,1,0,2,1,1,1,inf,2,"[4, 5, 2, 3]"
2017000467314,6,30000,2,0,3,0,0,1,inf,1,"[6, 5]"
2017000467385,2,21000,1,0,0,2,0,1,inf,1,"[2, 4, 1, 3]"
2017000468329,2,26400,2,0,0,0,0,1,inf,4,"[2, 3, 1, 4]"
2017000469504,2,26800,1,0,0,2,1,1,inf,1,"[2, 1, 4, 3]"
2017000469510,2,19300,2,0,0,0,0,1,inf,4,"[2, 1, 3, 4]"
2017000469876,2,10000,2,0,1,0,0,1,inf,3,"[2, 3, 4, 1]"
2017000470852,1,8700,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000471393,1,15500,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000472249,1,15300,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000472465,1,3000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000472530,4,44700,2,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000472819,1,15000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000473497,1,8700,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000473699,1,14600,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000474389,2,18700,2,0,1,0,0,1,inf,3,"[2, 3, 4, 1]"
2017000475830,6,20400,1,0,3,0,0,1,inf,1,"[6, 5]"
2017000476019,1,19000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000476352,1,20500,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000476464,3,25000,2,0,1,0,0,1,inf,4,"[3, 1, 2, 4]"
2017000476656,2,10300,2,0,1,1,0,1,inf,3,"[2, 3, 1, 4]"
2017000476699,1,12200,9,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000476758,2,6900,1,0,0,2,0,1,inf,1,"[2, 3, 4, 1]"
2017000477672,1,21400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000479237,2,27000,2,0,0,1,0,1,inf,3,"[2, 3, 1, 4]"
2017000480708,4,32000,1,0,3,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000480806,1,15500,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000481132,4,8100,2,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000481575,8,73000,8,0,5,0,0,1,inf,1,"[6, 5]"
2017000481821,1,15300,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000481829,3,35000,2,0,1,0,0,1,inf,1,"[3, 2, 1, 4]"
2017000483085,1,750,9,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000483634,2,12300,1,0,0,1,1,1,inf,4,"[2, 3, 4, 1]"
2017000483705,3,1500,1,0,0,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000484127,2,23730,1,0,0,0,0,1,inf,2,"[2, 3, 4, 1]"
2017000484878,4,32000,8,0,2,0,0,1,inf,3,"[4, 2, 3, 5]"
2017000484990,6,40000,6,0,2,1,0,1,inf,1,"[6, 5]"
2017000485517,5,28000,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000485753,4,25000,1,0,2,0,0,1,inf,2,"[4, 3, 2, 5]"
2017000486153,4,42600,1,0,0,0,0,1,inf,3,"[4, 5, 3, 2]"
2017000486198,3,25010,2,0,0,0,0,1,inf,1,"[3, 4, 1, 2]"
2017000486276,1,19100,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000486948,1,8800,2,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000486960,3,2000,1,0,2,0,0,1,inf,1,"[3, 1, 2, 4]"
2017000487178,1,18700,1,0,0,0,0,1,inf,2,"[1, 3, 2]"
2017000487740,2,25400,2,0,0,2,1,1,inf,1,"[2, 1, 3, 4]"
2017000487831,2,25000,2,0,1,0,0,1,inf,3,"[2, 3, 4, 1]"
2017000487977,1,8000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000488738,2,22000,1,0,0,0,0,1,inf,2,"[2, 4, 3, 1]"
